70000
-84, 2
-83, 51
-4, -51
20, -94
-73, 46
-27, 73
62, 11
-32, -84
-84, 75
-45, 41
62, -43
-100, 60
43, -54
-87, -81
69, 16
-43, 4
56, -6
-39, 44
-35, 77
-33, 22
72, -50
81, 79
20, 54
-84, 4
-63, -94
-92, 21
-65, 20
-27, 73
-57, 63
1, -18
61, 78
-28, -100
-18, 71
-97, 83
72, -28
-96, 92
-59, -89
98, -59
11, -4
22, 31
50, -7
76, 65
95, 16
75, -59
84, -10
-20, -23
34, 51
16, 4
81, 59
-94, -70
-88, -65
23, -72
-51, -21
-43, -34
57, -24
-39, 30
95, 91
-82, 51
-38, -46
75, 68
77, -69
-23, 50
66, -29
67, -29
-58, 33
-58, -55
-87, -99
86, 48
42, -23
18, 30
84, -4
52, -40
87, -16
-63, -63
39, 27
40, 71
74, 7
38, -84
93, -92
-2, 14
-91, 65
-5, -27
55, -9
-8, -14
48, 24
15, -17
61, -92
56, 1
-36, -85
-58, 83
-35, -14
-76, -24
13, -86
-83, 14
28, -71
-53, 40
-54, -33
78, 11
20, -28
47, -95
90, 10
-100, 83
63, 100
95, -29
-44, -80
40, -34
-28, -19
-22, -25
-19, 59
-91, -81
-66, 15
-17, 46
-56, -93
-22, -45
-23, -7
-84, -35
-29, -51
78, 53
-4, 82
96, 86
1, -65
68, -94
27, 0
-11, 15
-84, 18
-82, 16
-44, -77
-4, -14
23, 53
53, -73
15, 23
15, 52
-50, 72
-27, 31
10, -44
-18, -32
34, 78
-55, -83
-65, 89
-17, 98
7, -43
33, 44
18, 92
-60, -97
-25, -30
-59, -24
-49, 81
13, -22
99, -92
70, 8
-75, 88
-18, 75
29, -29
12, -77
70, -80
45, 26
5, -16
6, -33
-53, -66
74, 6
70, 17
58, -16
50, 36
16, 36
79, -5
8, 37
41, 80
56, -26
9, -57
33, -57
60, 80
-54, 11
95, 90
43, 96
42, 17
-64, -5
-21, 31
25, -1
2, -68
-17, -35
33, 78
61, 52
-94, 94
-53, 46
98, -5
-92, 42
43, -45
-76, 62
-24, -79
12, 91
8, -24
-96, 68
3, -86
17, 59
-36, 54
-52, 20
-10, -23
-83, -10
86, -33
0, 52
-47, 30
91, -56
-7, 60
30, 95
65, 24
-83, -29
-95, 0
-58, -53
-21, -78
4, 7
-19, 68
-99, -49
-40, -22
-91, -34
-81, 10
-73, -84
-91, -81
28, -66
93, 72
-54, -62
-71, -52
-90, -82
76, 26
-56, -26
-69, -75
16, 0
-76, -62
39, 53
-63, -9
68, -56
16, -20
84, -34
63, 5
47, -32
56, -41
-61, -37
81, -54
-3, -66
-89, 10
-6, 73
11, -31
49, 78
-76, 75
-67, 15
85, -63
-12, -5
-30, 71
-94, -40
-67, -74
71, -48
-4, -78
-97, 66
9, -11
-65, 92
-48, 67
11, -96
27, -86
-57, 36
-38, 37
-19, -83
-70, 28
-53, 24
60, -99
-92, -59
-67, -69
77, -85
87, 16
-56, 11
-43, 70
68, 89
29, 44
18, -16
-55, 100
74, 23
-40, -64
90, 89
16, 37
17, -78
23, 3
-45, -84
-8, -90
-78, -14
2, -81
11, 96
-56, 60
48, -49
-43, 98
30, -50
-48, 73
-74, 55
44, -6
-92, -83
83, 46
54, 71
-55, 32
75, 72
12, 62
99, -24
-6, -18
7, 86
-69, 94
33, 12
-39, 19
-66, 48
40, 67
-76, 31
46, -80
-19, -68
-20, 96
28, 91
-47, -5
55, 80
-64, 79
92, 83
-9, -100
-12, 12
23, 84
-34, 88
-100, -47
-70, -50
-10, -21
-22, 51
5, -24
-95, 28
-72, 54
-36, 94
-13, 25
47, -76
-93, -56
-45, 23
-77, 2
51, -67
82, 11
85, 65
72, -2
-57, 48
65, 21
88, -69
42, -24
69, -100
34, -79
-71, -68
28, 9
-89, -7
61, 83
98, -27
-23, 58
-82, -64
-51, 57
-79, 94
-27, -81
55, 13
-32, -84
59, 38
78, 20
0, 77
16, -27
3, 16
83, 68
32, 95
13, -55
47, -11
-99, -61
4, 95
-100, 14
-52, -28
-98, -47
58, 88
-91, 41
70, -97
-22, -46
84, 56
65, 32
-36, 36
-98, 62
-51, 68
30, 3
-44, -35
-38, -7
-7, 96
46, -71
10, 80
-85, 96
-31, 84
-79, 82
-67, 36
-21, -44
35, -80
-100, -97
-54, 28
20, -65
-94, -34
-69, -96
14, 63
-22, 88
-85, 69
-88, -89
7, 39
-84, 69
97, -70
0, -38
-55, -91
-96, -50
0, 40
-88, -93
-26, -86
78, 49
21, -14
-10, 93
86, -35
49, -93
-53, 12
-71, 47
12, 45
-88, 0
-47, -93
-6, 50
-12, 69
21, -22
72, 29
-42, 27
23, -67
-79, 73
-5, -90
-75, 40
62, -63
42, -87
-79, 26
-56, 50
-40, -88
-67, -98
-15, -57
82, -35
-60, -30
-12, -64
-37, -65
-32, -51
73, 73
-60, 52
36, -9
-59, 54
-50, 24
-99, 90
-97, 71
74, -13
-5, -99
-43, 33
94, -49
53, 74
-20, 9
82, -31
46, 70
17, -23
46, 34
78, 25
35, -84
66, 76
-58, 67
72, 90
-26, 6
25, 50
-9, 48
-24, -19
71, 69
16, -79
-65, 27
28, 56
-53, 6
-83, 6
60, -86
-90, -81
71, 61
-62, -78
100, 76
61, 56
-39, 2
-15, -44
-94, -16
-36, -96
80, 3
-57, 2
-51, 95
-43, 71
54, -40
47, -4
-95, -74
86, 75
13, -16
7, -27
83, 51
19, 17
-61, -57
53, 0
81, -28
6, -17
-81, -17
-18, -23
92, 71
-53, -48
58, -1
85, 3
-46, -43
-22, -10
65, 38
49, -55
62, 78
15, -77
36, -98
-59, 68
-17, -17
-72, -10
-80, 44
-31, 73
45, 30
76, -82
30, -36
-23, -37
12, 100
49, 74
92, 57
-14, 0
-17, 98
10, -90
74, -4
-81, -69
15, -51
30, -96
72, -51
19, -83
87, -93
-79, -84
-16, 7
-62, -81
61, -85
19, -8
-56, 3
23, -23
-6, 65
51, -53
24, 86
97, -75
39, -32
-17, -33
6, 67
-94, 47
5, 9
-6, -38
-45, 73
40, -24
-74, 45
-3, -7
95, 7
-59, 81
-20, 71
-18, 0
-53, -46
-41, -98
22, 30
24, -49
-73, 64
-63, -52
-90, -8
-40, -14
-77, 40
-83, -50
10, 44
-42, 83
-45, -3
-29, 75
45, 6
66, 51
0, -34
22, -23
72, -6
2, 75
-44, -26
-75, 58
-30, 71
-5, 86
-7, -2
3, 98
-100, 30
-92, -70
-7, 45
2, -79
-92, -89
-40, -17
40, 52
-88, 59
50, -79
-57, -62
-47, 6
69, 18
-62, 49
-80, -19
-36, -12
-10, 8
71, 34
14, 81
11, -92
49, 82
63, -96
-76, 38
64, -12
-2, 20
-11, 18
58, -12
-12, 33
-46, 79
-42, -90
0, 99
44, 49
-35, -100
49, 35
11, -81
-88, -45
39, 87
53, 51
-66, 84
-43, -56
-12, 70
9, -97
54, 6
-10, -14
53, -84
51, -3
8, 79
