6000
-94, 44
-62, -79
34, -20
-58, 0
-100, -49
60, 94
91, 8
-96, 60
-26, -25
-47, 13
-40, -96
12, 93
66, 17
28, 87
63, -14
-44, 77
-5, -36
100, -89
-62, 65
3, -76
-45, -67
-68, -3
10, -39
-5, 34
-26, 51
98, 39
-70, 24
33, -95
-13, 60
-71, -54
-32, -23
-27, -9
-50, 3
52, 78
-72, 57
15, -78
-13, -85
-40, -12
-42, -22
38, -73
23, -29
-64, -38
81, -61
-98, 84
23, -83
-56, -98
92, -34
-90, -53
78, 61
26, -42
-94, 98
-21, 46
-16, 5
-15, 20
-28, 29
87, 49
36, 21
33, 49
-29, 97
-49, -22
-51, -34
-53, -93
0, -76
-36, 71
5, 96
-91, -56
-8, -14
-26, 12
53, -1
27, -82
-35, 100
-41, 81
55, 60
33, 32
-98, 60
65, 9
4, 24
88, -24
-77, 88
-85, -87
-94, 18
-92, 8
34, 86
58, 91
70, -22
3, 82
42, 6
-86, -87
22, -30
-93, 90
-46, -13
0, 14
41, -92
74, 12
49, -89
50, 81
23, -21
73, -80
-43, -26
-54, -70
44, -98
77, -34
-69, 45
-20, 47
-20, -20
-4, 34
-54, 100
43, 7
-31, -80
74, 98
-16, -62
12, 95
-16, 76
33, -89
-32, 31
-34, 72
81, -21
-60, 20
57, -43
-86, 16
36, -47
71, -32
-19, 29
-38, 44
90, 76
-86, -32
-93, 6
-20, -25
92, 75
54, -32
-2, 71
50, -86
85, 27
-67, 31
40, 23
-69, 20
-3, 98
-62, -77
-91, 39
-1, -11
-85, 64
-27, 60
-53, 5
35, -73
16, -90
-3, 54
-85, -89
-65, 24
64, 21
39, -37
76, -17
77, 50
-9, 56
-22, -3
43, 76
90, 34
-13, -37
27, -75
-2, -21
-25, 14
78, -37
78, -6
-11, 42
10, 97
3, -58
86, -92
-73, -36
55, -93
43, -15
-82, -76
-63, -7
-73, -5
11, -74
-95, -12
45, 63
-22, 64
-53, 43
-17, -95
-78, 39
47, 87
42, 18
75, 39
-6, -74
-13, 27
33, -9
-17, -76
79, 42
-19, -84
43, 73
-92, 70
20, 44
32, -90
-24, 40
-4, 87
87, -82
37, 44
-99, -12
29, -52
-68, 6
-13, -97
32, -2
5, -85
-68, -62
-92, -56
43, 65
64, 87
11, 69
-26, -21
11, 64
-44, 14
-74, -36
-76, 3
-42, -22
-2, 89
53, -19
-54, 76
24, -41
-66, -41
-85, -92
98, 20
-99, -65
-97, -81
-4, -27
-79, -58
56, -7
59, 51
6, -24
-98, -2
-77, -53
26, -93
-81, -81
-42, 45
-59, 14
33, 13
-1, 51
38, 52
-89, -33
-10, 57
-63, -82
-30, 24
-7, -71
-22, 42
74, 90
49, -77
-48, -92
45, -89
78, 39
9, -42
40, -11
-62, 43
16, 64
-35, -26
27, -6
-73, -81
-29, -62
37, 11
-61, -50
-39, 51
20, -17
-78, 67
39, 70
-7, 21
-71, -76
73, 81
-88, 64
-23, -64
75, 96
78, -91
-4, -50
83, -8
71, 75
-82, 54
-92, 58
92, 11
-64, -37
67, -8
92, -37
-83, -65
-40, 93
73, -33
-63, -79
90, -99
-97, 8
-72, 92
-1, -6
-67, -62
10, 18
-89, 64
42, 46
-42, 10
-58, -8
100, -64
57, 92
-90, 83
-40, -6
90, -14
-28, 37
-10, -11
10, 91
-79, 33
22, 56
-70, -13
45, -29
20, 85
80, 35
65, -28
4, 83
37, 57
74, 6
-21, -21
-89, 37
60, 82
-42, 66
37, -19
21, -24
-50, -48
-100, 43
-48, 83
-58, -17
100, -71
27, 42
67, -3
80, -31
80, 70
-60, 98
-11, -26
-28, -80
-23, 93
50, 72
-36, 83
33, 29
61, -63
71, 7
10, -30
-45, -37
91, -22
14, -52
43, -93
-69, 56
63, 70
79, 22
7, 17
0, 91
-19, -97
-73, 15
-43, 34
-17, 36
-26, -72
72, -40
3, -80
-60, -89
-83, 63
-86, 5
-35, 11
22, -50
35, 76
63, -73
76, 44
-18, -74
36, -1
-44, 56
-7, 33
15, -32
-69, 70
-55, 87
60, -23
-75, -19
-38, -52
31, 56
86, 55
-42, 98
-93, 56
45, -92
-77, -50
4, 7
-61, 21
-26, -16
93, -53
49, 56
-72, 51
-49, 55
-5, 33
-61, -25
-30, 29
38, -97
-5, -29
4, -57
62, -55
44, -50
-59, 17
-29, 95
-88, 9
-5, 21
-31, 81
-46, 19
-91, 78
-81, -87
41, -77
66, -75
-54, 6
10, -89
-33, 88
-98, -25
-14, -76
53, 34
78, -69
-50, -63
-61, 0
24, -11
98, -56
2, 53
-19, 46
40, -93
96, 53
-11, -61
95, -19
76, -48
-23, 34
67, 31
-42, 28
63, -77
74, 41
-99, -74
-49, 68
16, -29
49, -75
21, 35
74, -14
90, -64
76, 8
-51, 66
54, -67
6, -51
-22, -80
-30, 64
-4, -15
-50, -31
-61, -66
1, 20
-78, -88
47, -22
2, -97
29, 60
-39, -18
52, 5
-30, -2
23, -61
95, -31
10, -36
-30, 58
76, 81
85, -74
52, 20
48, 85
-99, -59
-84, 95
61, 77
39, -9
28, -17
-94, -37
60, -81
-50, -85
-60, 46
68, 18
35, 25
-29, -73
99, 32
32, -30
-56, 60
-4, 4
-81, 49
24, 3
-11, -64
-57, 18
-5, -61
-51, 76
-1, 48
-81, 51
-25, -52
-56, 57
66, 80
-27, -11
21, -56
-14, -52
-60, -55
-92, -44
-9, -45
-26, 64
-49, 21
57, -54
-61, 92
43, -61
86, 81
-93, -56
-86, 91
4, -48
86, 25
66, -75
47, 56
-19, 48
56, 41
79, -46
-57, -87
-70, 36
-32, 92
9, 44
60, -93
-28, 63
77, -19
-53, -45
78, -45
-43, -6
98, 67
0, 35
-94, 0
23, 11
95, 99
49, 77
14, -24
-93, 4
65, 64
42, 31
-2, 81
54, -78
29, 19
-57, -37
-45, 95
99, -62
-20, -71
47, 89
-53, 47
-47, -72
-21, -18
80, -35
55, -44
-62, -19
2, 10
-87, 15
91, 63
36, 79
-66, -75
17, -61
-72, 85
-18, 41
36, -70
24, 10
-6, 74
-83, -33
47, 81
-34, 88
36, 94
93, 77
6, 45
64, 87
-39, 60
-79, -23
-33, 84
38, 12
55, -100
55, 22
-83, -16
-14, 85
5, -48
28, -14
-25, -49
25, 35
-60, -87
87, 83
94, 34
-75, -18
76, -14
20, 46
-97, 0
-33, 8
-39, -39
7, -56
25, 79
-39, -43
-39, 54
15, -84
-16, 5
63, -80
93, 76
-85, -63
46, -56
-61, -67
-59, 98
14, -39
-63, 98
51, -44
-50, -38
-78, -56
-69, -36
50, -2
23, -56
-65, 92
6, -21
25, -92
86, 52
-47, -100
16, -45
-89, -35
-33, 31
40, -42
46, 25
6, -56
85, -41
52, 17
-85, -17
-50, -8
18, 99
79, -37
12, -96
-57, -65
-71, -65
-40, -12
-13, 13
-10, -85
-27, 77
65, -67
-55, -46
-90, -77
-17, -5
70, 7
29, -59
98, 83
-31, -42
18, 75
-75, -64
70, 67
-86, 28
16, 7
-35, -60
25, -73
-53, 39
52, 99
-9, 98
17, -81
59, -80
45, -94
42, 80
73, -26
2, -50
-86, 33
47, -54
-39, 49
4, -44
3, 17
26, -52
-46, -100
-91, 34
49, -64
-51, -84
55, 52
63, 59
1, -86
-90, -10
99, 85
56, -41
58, 21
-73, -63
-15, 71
-30, 85
-95, 64
-5, -17
70, 38
54, 89
-60, -9
-55, -11
-32, 12
-26, -96
-61, -10
96, 92
-34, -94
78, 60
-23, -44
23, 97
13, 98
-41, -48
-50, 20
56, 41
24, -80
12, 42
-31, 31
36, 83
-34, 24
-42, -91
-39, 71
31, -25
46, 62
95, 78
86, -31
86, -75
-85, -97
-60, 77
11, 81
81, 1
-9, -85
-78, -84
-57, -92
85, 82
-68, -37
10, -51
17, -16
-16, 67
-21, -7
-1, 81
56, 46
-23, -99
-16, 81
91, -36
29, 27
59, -9
0, -61
74, -6
-57, -73
36, -2
46, 51
-7, -59
-25, -47
-27, 42
46, -46
97, -1
-93, 41
-82, 64
-13, 93
-42, -49
-50, 0
-89, -99
47, 5
13, -92
66, 76
-57, 59
94, -38
14, 29
6, 81
83, -3
-35, 13
-35, 24
9, -58
-50, 92
10, 85
100, 35
-85, -93
-5, 1
56, 81
-76, -49
-75, 65
92, -10
-12, -52
-89, 52
82, 27
56, -27
55, 98
-2, -51
-58, -59
-36, 23
-40, -18
-6, 57
-17, -62
13, -65
61, -82
45, 44
-25, -68
2, -77
-54, -76
57, 31
-74, 31
-78, 14
35, -8
-39, 36
-62, 29
39, 46
7, 68
-78, -48
38, -14
97, -45
-86, -79
55, 49
-40, 62
-40, 67
41, 50
6, 29
44, 35
-14, 11
20, 25
42, 71
-43, -38
-53, -72
-14, -83
-5, -81
31, 100
-72, 9
-74, -70
-35, -88
-60, 13
53, 59
6, 58
80, 54
-84, -87
3, 14
-9, -86
-12, -75
-51, -4
32, 25
-74, -62
-65, 26
87, -13
82, -16
42, 73
-42, -28
72, 21
-77, -36
17, 23
-7, -75
-94, 49
86, 52
73, 57
22, -19
-13, 62
88, -76
-69, 67
-59, -73
-80, -34
-52, 1
-2, 56
-67, 19
-27, 34
87, 35
63, 95
-62, 33
-56, 36
16, 42
0, 96
-54, 69
90, 55
81, -54
-54, -47
59, 60
53, -62
-12, -76
60, 1
35, -18
59, -15
-65, -56
11, 98
26, 43
-83, 87
50, 42
9, 92
2, 57
45, -71
26, -16
-1, -82
86, 17
16, 32
-51, 93
40, -17
91, 97
-45, -72
-61, 30
21, -87
-12, 45
-13, 92
54, 49
75, -73
21, -86
21, 17
-53, 32
-29, 32
-72, -13
59, -93
-55, -36
-3, 55
17, 68
-88, -82
-20, -17
79, 32
8, 17
-36, -11
-57, 98
78, 36
-11, -86
-99, -11
58, -6
12, -15
-8, 31
1, 13
-52, -17
12, 85
-2, -39
96, 89
-55, -90
86, 82
43, -84
17, -10
26, -87
73, -81
-65, -69
-70, -23
-58, -54
47, 92
94, 45
-53, -57
54, 64
65, 27
-49, -29
-50, -86
-40, 35
12, 89
-99, -39
40, 11
96, -54
26, 43
-90, -48
15, -28
-21, -15
29, -41
50, -7
-19, -42
15, 34
-99, -65
46, -20
9, 28
89, 57
7, 29
-57, 45
-99, -18
-70, -27
10, -63
0, 55
-62, 38
84, -27
16, 78
23, 49
48, 87
-97, -13
-13, -28
85, 17
-52, 65
54, 43
-50, -91
-43, -59
-96, 35
-98, 66
-66, 87
63, 39
-28, 31
-7, -71
41, -60
38, 66
62, 39
-25, 13
59, -65
-65, 65
73, 65
78, 31
-58, -29
-85, 65
-7, -73
-9, -68
-50, -24
-22, 71
-94, -41
82, 51
-80, -46
-48, 0
-42, 24
-71, 92
41, -92
-24, 86
-13, -52
73, 50
28, -94
74, -10
52, -31
78, 14
82, 36
-10, -91
36, 15
-13, -75
88, -92
-72, -100
2, 13
50, -99
25, -81
-28, -92
-83, 10
44, 1
38, 44
-85, -15
-48, 78
-78, -73
93, 58
-78, -20
19, 46
11, 35
29, 40
10, 32
-83, -57
-36, 69
-93, 68
86, 36
-50, 1
68, -53
-56, 46
-53, -72
-86, -27
-46, -66
88, -65
-17, 74
-84, 95
82, -36
-11, 4
-8, 18
-3, 59
-72, -47
62, 63
37, 36
-65, -11
-29, -64
44, 54
65, 13
-29, 74
88, -19
14, 45
-21, 97
-22, 9
-13, -42
-15, 72
-45, 56
-78, -34
24, -44
-99, -5
17, 76
3, 36
58, -37
36, 3
-73, -63
-13, 59
-91, -37
-49, -83
15, -11
38, -98
55, 0
-72, -17
21, -72
49, 67
8, 34
31, 54
-14, 4
-44, 89
-68, -57
40, 77
12, -11
48, -23
-54, 20
-26, 3
-84, -57
-66, -95
-38, -44
-87, 92
-48, 9
30, 4
-85, 31
-26, 41
-96, -88
-61, 2
-80, 37
98, 47
62, -9
0, -8
10, 59
-91, 27
16, 27
-38, -74
6, -78
-30, 26
-80, -73
-67, 4
53, 89
-98, -19
-25, -98
-94, 80
-36, -73
35, 69
-67, -66
-93, 72
-13, 64
70, -78
