9000
-35, -45
58, -76
25, 40
52, -7
-41, 91
-28, 89
-69, -51
89, -64
-17, -87
10, -47
-83, 39
-58, 91
4, 44
-19, 64
42, 78
-22, 72
-44, -78
-70, -18
17, -6
-89, -74
69, -69
-29, -23
12, 50
-62, 68
13, 34
-88, -20
-56, -100
19, -54
-85, 71
34, -7
6, -1
-76, 38
80, -26
27, -99
-5, 42
-82, 93
-99, 41
-48, -53
-100, -78
-33, 12
22, -71
87, -93
34, 66
-6, -48
-30, -62
37, -21
-70, -63
62, -1
-98, -93
29, 45
18, -21
76, -6
-34, 17
-82, -39
-71, 19
-45, -24
44, 51
-33, 97
6, 98
22, -48
-55, 73
74, 50
24, 16
67, 24
32, 5
-71, 37
26, 84
-6, -58
-83, 87
26, 0
44, -82
63, -50
58, -48
-98, -94
11, 74
-97, 13
23, 59
83, -73
18, -53
-51, 70
-60, 75
-100, 30
100, -53
-82, 79
-97, -32
4, 70
-47, 49
6, -7
-29, -20
-60, -29
65, -16
6, -52
69, 12
50, -40
-64, 56
-90, 0
80, -73
-4, -7
-71, -46
-29, -39
2, -98
32, -60
18, 45
61, 46
66, 63
72, 43
59, 98
-81, -15
66, 62
-73, 55
29, -73
3, 58
-16, 43
3, 77
32, -92
63, -65
41, 76
14, -93
-31, -4
52, 91
95, 63
3, 18
6, 64
-70, 21
39, 46
100, -27
-72, -19
-50, 23
-98, 35
18, 95
-39, 84
84, -96
53, -44
-28, 93
77, -19
-100, -57
-87, -19
81, 10
-25, 16
-31, 84
-6, -48
-91, -24
90, 36
100, -42
18, -94
68, -52
-38, -57
96, 25
97, -17
-10, -46
76, -96
29, -59
-42, -71
-75, 5
-71, 80
-74, -17
20, -42
47, -57
56, -47
77, 29
-60, -68
-23, 89
-74, -22
-52, 74
-81, 49
-77, -39
99, 20
24, -54
90, -9
21, -30
-82, 28
31, -13
-10, -63
70, -92
-98, -30
-15, 67
-36, 59
-53, -79
-8, -9
-29, -10
59, -54
-37, 88
-43, -65
84, -34
-46, -38
-28, -90
98, 11
1, 1
40, 32
16, 42
-3, -94
-29, -78
38, -74
-37, -88
-68, 23
5, -43
22, 39
92, 51
22, 47
-96, 1
42, 60
-34, -47
67, 85
89, 100
-21, -4
0, 33
22, -55
78, 69
-34, -2
-41, -38
7, 13
-24, 45
-64, 40
34, -24
-55, 64
-44, 44
-3, 36
-13, -98
-63, 60
7, 34
-54, 80
-87, 77
-1, -27
-33, 5
0, -59
71, -2
79, 0
13, 79
70, -81
-30, 54
18, 59
10, -50
76, -30
-34, 73
-91, -48
